the pide that came out in about 10 minutes ( others are faster ) was	3	1
one bite had me dreaming of eggs on sunday morning	5	1
efficient airport with slot machines everywhere	4	1
it was my favourite but theres also a chocolate peanut butter one which was delicious	4	1
we will be back !	5	1
our server bartender was great and the sushi was delicious and fresh	4	1
i would really recommend to to see this show to everyone it is unique and	5	1
- club sandwich on asiago bread	1	0
the grilled bread was great to soak up everything	4	1
the rice pilaf perfect	5	1
the biscuits are smothered in strawberries and blackberries	4	1
alcoholic beverages cost extra .	4	1
the garlic stir fried beef tenderloin was also the highlight of the meal as it	2	0
the bagel was dry and undercooked the spread was tasteless and the prices went bad	1	1
i was reading some of the reviews of my fellow yelpers and i was surprised	4	1
tremendous is one of my favourite late night go-to spots in mississauga	3	0
owners awesome & staff is fantastic	5	1
the dipping sauce was excellent	2	0
i absolutely loved the flavor and texture of the cake as well as the chocolate	4	1
there was mixed toppings in everything	3	1
massive portions of delicious meat <unk> off of skewers served by oily <unk> that most	4	1
the turkey burger is better than average	4	1
) it 's the perfect mix of salty	5	1
sweet and sour pork was crunchy	4	1
the white beans kind of overpowered the meat flavors	3	1
great quick 4th of july meal without all the mess in your own kitchen	4	1
i will be back to have lunch soon !	5	1
had dinner at pio pio a few weeks ago after reading rave reviews on yelp	4	1
everything with the shortribs was great for sure will be back for that grilled cheese	5	1
a nice treat when someone else is paying because i 'm much too conservative	4	1
sticky floors	5	0
took over a half an hour to have food that was called 2 days ahead	1	1
i replace the sour cream with guacamole	4	0
came here on a tuesday after usually going to the uptown one although i hate	4	0
small portions and terrible presentation	2	1
made my morning with a nice cup of black coffee	4	1
and the place is super cute inside	5	1
takes me back !	4	1
best 13th floor experience in years	4	1
it 's got all the toppings you can think of and it 's in a	4	1
i 've come in to see joe regarding my media controls on the steering wheel	5	0
lots of topping options and made to order	4	1
try something different	4	0
i only go there if i 'm really in a last minute bind .	2	1
i 'll even eat the canned corned beef hash on occasion when i need the	2	1
and smaller atmosphere makes harkins an easy selection over the <unk> elsewhere	3	0
they have pretty much anything you would need for home remodel or small projects you	3	0
great seats one row behind the legend 's bench	4	1
this place makes really great smoothies	4	1
only stopped inside because mexican place had closed down already next door	3	1
perhaps most disappointing was that my husband ordered a steak with a baked sweet potato	3	1
but this is located near the plaza with plenty of outdoor seating near the big	3	1
it 's a hot dog so i was n't expecting an orgasmic culinary experience	4	1
stopped in for lunch while on vacation	3	1
the dumplings were good but reminded me too much of the frozen kind that you	2	1
it was nearly closing time so it was basically just us dining in on late	4	1
my husband liked the <unk> sauce which was oily and <unk> and also good	3	0
pull into the parking lot using one of the side roads off superior for a	4	1
the rice was ok but was kinda bland	4	1
it can be hard to find a table if you come during the lunch rush	4	1
the food came out quickly and was piping hot	5	1
here is the order of greatness - dessert	3	0
this shack goes through its <unk> of being good and average but to be honest	3	1
i stopped in here with a young lady for a late lunch	3	1
highlight is the roasted chicken	3	0
however this dessert required no cooking or preparation on their behalf aside from <unk> <unk>	3	1
food options were pretty standard but both our dishes tasted really good	3	0
the food was awesome ( crepe with speck and cabbage ) the drinks were awesome	5	1
i do n't think i 'll be coming back - you can find better food	2	1
it 's tough and tasteless ) crawfish available	3	1
the atmosphere is very welcoming and i love the open rooftop bar	5	1
we mostly are off of the happy hour menu	4	0
the atmosphere is clean and inviting	5	1
the server adam is as amazing as everyone says	5	1
we were not a huge fan of the mousse cake	4	0
the food itself was overall very tasty	4	1
and they rush you through the line !	2	1
i will be back again to try more of their endless variety of tapas to	5	1
we really enjoy the happy hour here	4	1
the crust was biscuit crispy and almost flaky like a pie but not quite	4	1
chicken pakoras were okay but fish pakoras were light and flaky with a wonderful crispiness	5	1
just another subpar korean restaurant that tries but fails to offer standard korean food	3	1
we had the chicken satay	5	1
however i would have to order something different	3	1
good sales and non sale prices	5	1
the initial host we talked to to get a table for our party of seven	2	0
