the lounge area is lovely and the desserts there are amazing	4	1
super location on top of pacific place	4	1
staff are very friendly though especially raj at the president 's club desk and the	3	0
we enjoyed the room and the hotel immensely	4	1
i was also <unk> by the high price of using wifi	5	0
large midtown hotel the hyatt is just steps from grand central terminal and convenient to	3	0
fast wifi ( free to 1g daily ) access to public transport	3	0
i expect more from an <unk> real downfall for this hotel is its restaurants	4	0
good value 140 exec room inc	4	1
although the views from the roof top bar restaurant were very good after dark	5	1
the accommodation is basic even though highly priced	2	1
also the hotel is set back from the street so even the outside rooms may	3	1
nice n helping staff and good breakfast spread on 18th floor	5	1
there 's nothing terrible about this place - but there are way too many better	4	1
but food is decently priced and great	5	1
i paid cash for the bus back to the airport not realising that a limo	5	0
the limited time we spent in the lounge was great and the service exceptional	4	1
spend a quick 2 days at this hotel and found it to be friendly staff	5	1
the service was good	4	1
i actually had some very nice pasta with a pesto sauce along with some draft	3	0
beach is beautiful with ample chairs	4	0
unpretentious hotel in a fantastic location	5	1
excellent service	2	0
we ate dinner one night in the hotel as it was raining very heavy	5	0
the toilet bowl had an unpleasant smell for the few days that we stayed	2	1
but the room was great	5	1
everyone from the cleaners to the go 's to the manager are very friendly and	4	1
the small pool area is adjacent sharing the terrific view	5	1
everything was very high standard and the buffet breakfast was fantastic	5	1
it might well be the fact that paris hotels are different but we did not	4	0
the rooms are quite small but really showing their age	3	1
any worries for later about noise did not occur as we had a great nights	5	1
good shopping and eating too are close at hand ( the pizza and hot chocolate	5	1
generally the best service is in south east asia	5	1
the same high price applied to all other items of clothing	3	1
excellent hotel , i will return !	5	1
but the selection close to the pool was fine - with the benefit of chiller	4	1
i went to the front desk	3	1
you will find their aluminum floored pool which ranges from <unk> to 5 feet in	5	0
for a budget hotel you could do much worse and if you are after a	4	1
highly recommend this amazing hotel	5	1
the reason i am hung up on grout is that last week i reviewed the	4	0
your average centrally located business hotel	3	1
bathroom was huge with a big tub and separate shower <unk> in all a great	5	1
most of my meetings were in the financial district in the <unk> area and the	4	0
i look forward to coming and staying again	5	1
it would of been expensive to eat meals here otherwise	5	0
yet intimate and like all high floors has a nice view of tokyo city	5	1
the walk was easy and so picturesque	5	1
the hotel staff are nice and attentative	5	1
in room dining served cold tea with breakfast - a remarkable service error given what	4	0
affordable parking	5	1
hilton deansgate is about 15 min walk from the city center main shopping area	4	1
good food choices for breakfast	3	0
front desk and concierge very polite	4	1
so we called and luckily got a room in this elegant and luxurious hotel	5	1
was in a good location for melbourne	3	0
not black tea )	2	1
good location but expensive	5	0
i ordered room service and the chicken soup was the worst i have ever had	1	1
to compensate that the beds are very comfortable with pretty good tv channels selection	4	1
nice <unk> between <unk> and <unk> area	5	1
swimming pool is nice but opening hours can be extended a little bit	4	0
perfect for early am flights	4	1
the hotel is fine - but a bit tired - could do with being modernised	3	1
house guests are provided with a free <unk> transport card for unlimited travel bus train	3	0
easy walk to anywhere	3	0
) i was a little disappointed and astonished by the person handling the taxis out	4	0
and proximity to the lifts made everything very convenient - went from parking to their	5	1
the lobby is very nice and i love the modern fireplace	5	1
it is a short walk to the funicular which will take you to the foot	5	1
high floor will give you the best views	5	1
we got a good nights sleep each night due to a comfortable bed and pillows	5	1
i stayed there one night as i had to take shinkansen next day	5	0
best hotel at mex airport	5	1
- tv reception was <unk> due to the ridiculously hard beds	2	1
the breakfast had a few different choices and was very good	4	1
the tables at the reception were peeling and needed urgent <unk> .	2	1
with probably the best shower of my trip	4	1
a room on the 2nd floor was opened for breakfast	3	1
decor of the main areas was decent	3	1
pool and common areas are lovely	4	1
hotel does offer free shuttle service to dubai mall	5	1
and that the floor in the shower is a little too smooth for my liking	4	1
the front desk staff responded immediately and within a few minutes they had someone on	5	1
room service vs <unk> shop closes at 3	3	1
being on the 2 floor i really felt in the middle of the party so	4	0
the lobby decor is interesting and many was snapping shots of the silver ball right	4	1
great airport hotel near in-n-out	5	1
clean and spacious	5	1
pool area is very nice	3	0
good independent air con and a good sized bathroom with a shower over a bath	4	1
anyway the rest of the stay was very good	4	1
the apartment very clean	4	1
the rooms were a nice size and the room included a large walk-in shower	5	1
the building is gorgeous and the room service food quite good	4	1
is it really too much to expect a major brand airport hotel	3	1
guam was interesting to visit for about a week	3	0
the internet access is only through cable ( it means no internet for cell phones	4	0
my fourth stay at this property over a 9 month period	5	1
